hydrologic_group,area_pct,mean_organic_matter,mean_bare_frequency,mean_ndvi_trend,pct_flagged
0.334,0.003,4.796,0.0,-0.005,0.0
0.334,0.003,4.807,0.0,0.012,0.0
0.334,0.003,4.944,0.0,-0.006,0.0
0.334,0.003,5.177,0.0,-0.005,0.0
0.334,0.003,5.542,0.0,-0.007,0.0
0.334,0.003,5.848,0.0,0.006,0.0
0.334,0.003,4.133,0.0,-0.008,0.0
0.334,0.003,5.75,0.0,-0.008,0.0
0.334,0.003,5.976,0.0,-0.006,0.0
0.334,0.003,4.543,0.0,-0.009,0.0
0.334,0.003,6.507,0.0,-0.012,0.0
0.334,0.003,6.015,0.0,-0.008,0.0
0.334,0.003,4.051,0.0,0.001,0.0
0.334,0.003,5.554,0.0,-0.008,0.0
0.334,0.003,3.974,0.0,0.001,0.0
0.334,0.003,3.833,0.0,0.001,0.0
0.334,0.003,5.781,0.0,0.014,0.0
0.334,0.003,4.105,0.0,-0.02,0.0
0.334,0.003,5.725,0.0,-0.022,0.0
0.334,0.003,4.547,0.0,-0.002,0.0
0.334,0.003,4.167,0.0,-0.026,0.0
0.334,0.003,5.631,0.0,-0.006,0.0
0.334,0.003,4.355,0.0,-0.024,0.0
0.334,0.003,4.116,0.0,0.0,0.0
0.334,0.003,4.578,0.0,-0.018,0.0
0.334,0.003,5.506,0.0,-0.012,0.0
0.334,0.003,4.735,0.0,-0.013,0.0
0.334,0.003,5.538,0.0,-0.019,0.0
0.334,0.003,5.949,0.0,0.01,0.0
0.334,0.003,5.469,0.0,-0.011,0.0
0.334,0.003,4.927,0.0,-0.01,0.0
0.334,0.003,4.335,0.0,0.018,0.0
0.334,0.003,5.135,0.0,-0.006,0.0
0.334,0.003,6.241,0.0,0.003,0.0
0.335,0.003,6.078,0.0,-0.003,0.0
0.335,0.003,5.621,0.0,0.008,0.0
0.335,0.003,4.53,0.0,0.011,0.0
0.335,0.003,4.665,0.0,-0.003,0.0
0.335,0.003,4.936,0.0,0.007,0.0
0.335,0.003,3.703,0.0,-0.017,0.0
0.335,0.003,5.586,0.0,-0.002,0.0
0.335,0.003,5.338,0.0,-0.018,0.0
0.335,0.003,4.288,0.0,-0.002,0.0
0.335,0.003,5.07,0.0,-0.007,0.0
0.335,0.003,5.788,0.0,-0.012,0.0
0.335,0.003,4.323,0.0,0.014,0.0
0.335,0.003,4.618,0.0,-0.02,0.0
0.335,0.003,4.948,0.0,-0.027,0.0
0.335,0.003,4.432,0.0,0.015,0.0
0.335,0.003,4.157,0.0,-0.001,0.0
0.335,0.003,5.132,0.0,-0.005,0.0
0.335,0.003,4.613,0.0,0.004,0.0
0.335,0.003,5.758,0.0,-0.007,0.0
0.335,0.003,5.985,0.0,-0.006,0.0
0.335,0.003,5.505,0.0,0.003,0.0
0.335,0.003,4.912,0.0,0.008,0.0
0.335,0.003,4.476,0.0,-0.012,0.0
0.335,0.003,4.985,0.0,-0.008,0.0
0.335,0.003,6.572,0.0,0.015,0.0
0.335,0.003,4.689,0.0,-0.013,0.0
0.335,0.003,4.774,0.0,-0.014,0.0
0.335,0.003,5.168,0.0,-0.015,0.0
0.335,0.003,5.302,0.0,0.01,0.0
0.335,0.003,5.941,0.0,0.008,0.0
0.335,0.003,3.988,0.0,-0.022,0.0
0.335,0.003,5.145,0.0,-0.001,0.0
0.335,0.003,4.062,0.0,0.002,0.0
0.335,0.003,6.12,0.0,-0.013,0.0
0.335,0.003,4.83,0.0,-0.005,0.0
0.335,0.003,4.521,0.0,0.002,0.0
0.335,0.003,4.858,0.0,-0.02,0.0
0.335,0.003,5.299,0.0,0.009,0.0
0.335,0.003,4.916,0.0,-0.0,0.0
0.335,0.003,4.079,0.0,0.005,0.0
0.335,0.003,5.58,0.0,0.009,0.0
0.335,0.003,5.075,0.0,-0.014,0.0
0.335,0.003,4.493,0.0,-0.0,0.0
0.335,0.003,5.197,0.0,0.008,0.0
0.335,0.003,4.22,0.0,-0.02,0.0
0.335,0.003,5.587,0.0,-0.019,0.0
0.335,0.003,5.143,0.0,-0.03,0.0
0.335,0.003,4.091,0.0,0.002,0.0
0.335,0.003,3.795,0.0,-0.018,0.0
0.335,0.003,5.694,0.0,0.001,0.0
0.335,0.003,4.438,0.0,-0.013,0.0
0.335,0.003,4.858,0.0,0.003,0.0
0.335,0.003,5.333,0.0,-0.009,0.0
0.335,0.003,5.257,0.0,-0.001,0.0
0.335,0.003,5.149,0.0,-0.022,0.0
0.335,0.003,4.095,0.0,0.013,0.0
0.335,0.003,5.768,0.0,0.011,0.0
0.335,0.003,5.053,0.0,0.005,0.0
0.335,0.003,5.238,0.0,-0.023,0.0
0.335,0.003,4.761,0.0,-0.006,0.0
0.335,0.003,4.792,0.0,-0.004,0.0
0.335,0.003,4.702,0.0,0.016,0.0
0.335,0.003,4.674,0.0,-0.002,0.0
0.335,0.003,5.113,0.0,0.003,0.0
0.336,0.003,4.938,0.0,-0.023,0.0
0.336,0.003,5.266,0.0,-0.017,0.0
0.336,0.003,5.423,0.0,-0.007,0.0
0.336,0.003,5.618,0.0,-0.002,0.0
0.336,0.003,4.442,0.0,-0.003,0.0
0.336,0.003,4.404,0.0,-0.015,0.0
0.336,0.003,5.347,0.0,-0.023,0.0
0.336,0.003,5.061,0.0,-0.003,0.0
0.336,0.003,4.05,0.0,0.0,0.0
0.336,0.003,5.086,0.0,-0.015,0.0
0.336,0.003,5.126,0.0,-0.019,0.0
0.336,0.003,6.137,0.0,-0.008,0.0
0.336,0.003,4.189,0.0,0.008,0.0
0.336,0.003,5.554,0.0,-0.021,0.0
0.336,0.003,4.909,0.0,-0.021,0.0
0.336,0.003,5.473,0.0,-0.01,0.0
0.336,0.003,4.591,0.0,0.005,0.0
0.336,0.003,4.666,0.0,-0.015,0.0
0.336,0.003,4.106,0.0,0.009,0.0
0.336,0.003,5.044,0.0,-0.013,0.0
0.336,0.003,3.652,0.0,-0.004,0.0
0.336,0.003,3.679,0.0,-0.006,0.0
0.336,0.003,3.883,0.0,-0.011,0.0
0.336,0.003,5.207,0.0,-0.015,0.0
0.336,0.003,3.928,0.0,0.013,0.0
0.336,0.003,5.721,0.0,0.001,0.0
0.336,0.003,5.721,0.0,-0.014,0.0
0.336,0.003,5.58,0.0,0.0,0.0
0.336,0.003,4.504,0.0,0.008,0.0
0.336,0.003,5.166,0.0,-0.011,0.0
0.336,0.003,4.377,0.0,-0.011,0.0
0.336,0.003,4.797,0.0,-0.019,0.0
0.336,0.003,4.175,0.0,-0.003,0.0
0.336,0.003,5.095,0.0,-0.005,0.0
0.336,0.003,5.428,0.0,-0.009,0.0
0.336,0.003,5.477,0.0,-0.01,0.0
0.336,0.003,4.979,0.0,-0.016,0.0
0.336,0.003,4.305,0.0,-0.005,0.0
0.336,0.003,5.121,0.0,-0.006,0.0
0.336,0.003,4.79,0.0,-0.002,0.0
0.336,0.003,5.165,0.0,0.008,0.0
0.336,0.003,4.906,0.0,-0.012,0.0
0.336,0.003,5.122,0.0,0.007,0.0
0.336,0.003,5.153,0.0,-0.025,0.0
0.336,0.003,5.024,0.0,-0.003,0.0
0.336,0.003,5.463,0.0,0.005,0.0
0.336,0.003,4.631,0.0,-0.024,0.0
0.336,0.003,4.625,0.0,-0.009,0.0
0.336,0.003,4.991,0.0,-0.009,0.0
0.336,0.003,5.485,0.0,-0.006,0.0
0.336,0.003,5.113,0.0,0.001,0.0
0.336,0.003,5.089,0.0,0.009,0.0
0.336,0.003,5.427,0.0,-0.016,0.0
0.336,0.003,5.873,0.0,0.006,0.0
0.336,0.003,5.087,0.0,-0.008,0.0
0.336,0.003,5.035,0.0,0.007,0.0
0.336,0.003,5.255,0.0,-0.029,0.0
0.336,0.003,4.831,0.0,0.001,0.0
0.336,0.003,5.287,0.0,0.01,0.0
0.336,0.003,6.432,0.0,-0.011,0.0
0.336,0.003,6.254,0.0,0.0,0.0
0.336,0.003,5.22,0.0,-0.003,0.0
0.336,0.003,5.22,0.0,-0.007,0.0
0.336,0.003,4.979,0.0,-0.014,0.0
0.336,0.003,4.956,0.0,0.018,0.0
0.336,0.003,6.249,0.0,0.004,0.0
0.336,0.003,5.691,0.0,-0.022,0.0
0.336,0.003,5.273,0.0,-0.0,0.0
0.337,0.003,5.485,0.0,-0.01,0.0
0.337,0.003,5.094,0.0,-0.002,0.0
0.337,0.003,4.85,0.0,0.009,0.0
0.337,0.003,4.013,0.0,-0.001,0.0
0.337,0.003,5.47,0.0,-0.02,0.0
0.337,0.003,4.72,0.0,0.002,0.0
0.337,0.003,5.455,0.0,-0.003,0.0
0.337,0.003,5.152,0.0,-0.015,0.0
0.337,0.003,5.651,0.0,-0.025,0.0
0.337,0.003,5.399,0.0,-0.0,0.0
0.337,0.003,5.489,0.0,-0.005,0.0
0.337,0.003,5.822,0.0,-0.029,0.0
0.337,0.003,5.277,0.0,-0.016,0.0
0.337,0.003,5.134,0.0,0.004,0.0
0.337,0.003,5.079,0.0,0.0,0.0
0.337,0.003,4.485,0.0,-0.022,0.0
0.337,0.003,5.041,0.0,0.002,0.0
0.337,0.003,6.506,0.0,0.001,0.0
0.337,0.003,5.279,0.0,-0.0,0.0
0.337,0.003,4.609,0.0,-0.021,0.0
0.337,0.003,5.586,0.0,-0.001,0.0
0.337,0.003,4.234,0.0,-0.02,0.0
0.337,0.003,3.611,0.0,0.004,0.0
0.337,0.003,4.0,0.0,0.003,0.0
0.337,0.003,5.512,0.0,0.011,0.0
0.337,0.003,5.089,0.0,-0.024,0.0
0.337,0.003,6.636,0.0,0.01,0.0
0.337,0.003,4.837,0.0,-0.01,0.0
0.337,0.003,5.168,0.0,0.006,0.0
0.337,0.003,3.304,0.0,0.005,0.0
0.337,0.003,5.503,0.0,-0.02,0.0
0.337,0.003,4.398,0.0,0.003,0.0
0.337,0.003,4.7,0.0,0.01,0.0
0.337,0.003,4.623,0.0,-0.008,0.0
0.337,0.003,4.271,0.0,-0.0,0.0
0.337,0.003,4.83,0.0,0.021,0.0
0.337,0.003,4.425,0.0,-0.011,0.0
0.337,0.003,4.835,0.0,-0.006,0.0
0.337,0.003,4.942,0.0,0.012,0.0
0.337,0.003,5.191,0.0,-0.002,0.0
0.337,0.003,5.148,0.0,0.004,0.0
0.337,0.003,4.661,0.0,-0.01,0.0
0.337,0.003,4.791,0.0,-0.004,0.0
0.337,0.003,4.839,0.0,-0.029,0.0
0.337,0.003,4.887,0.0,-0.017,0.0
0.337,0.003,5.547,0.0,-0.027,0.0
0.337,0.003,5.103,0.0,-0.01,0.0
0.337,0.003,5.59,0.0,-0.017,0.0
0.337,0.003,4.644,0.0,0.015,0.0
0.337,0.003,4.907,0.0,0.009,0.0
0.337,0.003,6.249,0.0,-0.009,0.0
0.337,0.003,4.58,0.0,-0.003,0.0
0.337,0.003,5.406,0.0,-0.014,0.0
0.337,0.003,4.157,0.0,0.011,0.0
0.337,0.003,2.92,0.0,-0.003,0.0
0.337,0.003,5.421,0.0,-0.014,0.0
0.337,0.003,4.226,0.0,-0.004,0.0
0.337,0.003,4.095,0.0,0.0,0.0
0.337,0.003,3.756,0.0,-0.012,0.0
0.337,0.003,5.774,0.0,0.018,0.0
0.337,0.003,5.057,0.0,-0.004,0.0
0.337,0.003,5.068,0.0,-0.01,0.0
0.337,0.003,5.967,0.0,-0.029,0.0
0.337,0.003,4.35,0.0,-0.008,0.0
0.337,0.003,4.137,0.0,0.002,0.0
0.337,0.003,5.266,0.0,-0.01,0.0
0.337,0.003,4.813,0.0,-0.013,0.0
0.337,0.003,4.381,0.0,0.009,0.0
0.337,0.003,5.579,0.0,-0.016,0.0
0.337,0.003,4.135,0.0,-0.004,0.0
0.337,0.003,5.463,0.0,-0.008,0.0
0.337,0.003,5.546,0.0,-0.004,0.0
0.337,0.003,4.236,0.0,-0.003,0.0
0.337,0.003,5.476,0.0,-0.005,0.0
0.337,0.003,4.831,0.0,0.007,0.0
0.337,0.003,5.791,0.0,0.009,0.0
0.337,0.003,6.001,0.0,-0.004,0.0
0.338,0.003,5.015,0.0,-0.004,0.0
0.338,0.003,5.875,0.0,-0.003,0.0
0.338,0.003,4.374,0.0,0.011,0.0
0.338,0.003,4.892,0.0,0.019,0.0
0.338,0.003,4.431,0.0,-0.03,0.0
0.338,0.003,4.427,0.0,0.002,0.0
0.338,0.003,5.69,0.0,-0.012,0.0
0.338,0.003,6.319,0.0,-0.017,0.0
0.338,0.003,4.633,0.0,-0.014,0.0
0.338,0.003,4.112,0.0,-0.019,0.0
0.338,0.003,6.154,0.0,-0.003,0.0
0.338,0.003,5.344,0.0,0.002,0.0
0.338,0.003,6.637,0.0,-0.027,0.0
0.338,0.003,4.941,0.0,-0.025,0.0
0.338,0.003,5.207,0.0,-0.009,0.0
0.338,0.003,3.66,0.0,-0.014,0.0
0.338,0.003,5.29,0.0,0.008,0.0
0.338,0.003,6.044,0.0,-0.027,0.0
0.338,0.003,5.368,0.0,-0.011,0.0
0.338,0.003,4.53,0.0,-0.004,0.0
0.338,0.003,3.904,0.0,-0.0,0.0
0.338,0.003,5.177,0.0,-0.028,0.0
0.338,0.003,4.431,0.0,-0.0,0.0
0.338,0.003,5.11,0.0,-0.005,0.0
0.338,0.003,3.579,0.0,0.003,0.0
0.338,0.003,4.865,0.0,-0.005,0.0
0.338,0.003,5.972,0.0,0.008,0.0
0.338,0.003,5.507,0.0,0.013,0.0
0.338,0.003,6.295,0.0,-0.023,0.0
0.338,0.003,3.514,0.0,0.002,0.0
0.338,0.003,3.915,0.0,-0.008,0.0
0.338,0.003,4.628,0.0,0.002,0.0
0.338,0.003,5.713,0.0,-0.01,0.0
0.338,0.003,4.434,0.0,0.002,0.0
0.338,0.003,6.299,0.0,-0.017,0.0
0.338,0.003,4.772,0.0,-0.014,0.0
0.338,0.003,5.628,0.0,-0.004,0.0
0.338,0.003,5.854,0.0,0.003,0.0
0.338,0.003,6.686,0.0,-0.006,0.0
0.338,0.003,4.579,0.0,0.012,0.0
0.338,0.003,4.881,0.0,-0.013,0.0
0.338,0.003,5.819,0.0,0.003,0.0
0.338,0.003,4.523,0.0,0.017,0.0
0.338,0.003,5.36,0.0,-0.002,0.0
0.338,0.003,4.721,0.0,-0.018,0.0
0.338,0.003,5.971,0.0,-0.021,0.0
0.338,0.003,7.416,0.0,-0.007,0.0
0.338,0.003,5.187,0.0,0.001,0.0
0.338,0.003,5.148,0.0,-0.001,0.0
0.338,0.003,4.384,0.0,-0.002,0.0
0.338,0.003,5.193,0.0,-0.009,0.0
0.338,0.003,6.406,0.0,-0.008,0.0
0.338,0.003,5.343,0.0,-0.015,0.0
0.338,0.003,5.787,0.0,-0.005,0.0
0.338,0.003,4.886,0.0,-0.001,0.0
0.338,0.003,5.013,0.0,-0.004,0.0
0.338,0.003,5.36,0.0,0.0,0.0
0.338,0.003,5.579,0.0,0.003,0.0
0.338,0.003,5.876,0.0,-0.011,0.0
0.338,0.003,5.189,0.0,0.008,0.0
0.338,0.003,5.374,0.0,-0.004,0.0
0.338,0.003,4.846,0.0,-0.005,0.0
0.339,0.003,4.991,0.0,-0.004,0.0
0.339,0.003,5.27,0.0,-0.012,0.0
0.339,0.003,5.813,0.0,-0.026,0.0
0.339,0.003,4.012,0.0,-0.009,0.0
0.339,0.003,5.026,0.0,-0.032,0.0
0.339,0.003,5.499,0.0,-0.011,0.0
0.339,0.003,4.821,0.0,0.004,0.0
0.339,0.003,4.931,0.0,0.0,0.0
0.339,0.003,4.55,0.0,-0.007,0.0
0.339,0.003,5.225,0.0,-0.016,0.0
0.339,0.003,4.377,0.0,0.006,0.0
0.339,0.003,4.636,0.0,-0.015,0.0
0.339,0.003,4.327,0.0,-0.011,0.0
0.339,0.003,5.332,0.0,-0.016,0.0
0.339,0.003,5.623,0.0,-0.015,0.0
0.339,0.003,6.138,0.0,-0.005,0.0
0.339,0.003,4.771,0.0,-0.002,0.0
0.339,0.003,4.591,0.0,-0.004,0.0
0.339,0.003,5.691,0.0,-0.012,0.0
0.339,0.003,5.387,0.0,-0.017,0.0
0.339,0.003,4.804,0.0,0.006,0.0
0.339,0.003,4.628,0.0,-0.013,0.0
0.339,0.003,4.612,0.0,-0.004,0.0
0.339,0.003,4.259,0.0,-0.005,0.0
0.339,0.003,5.109,0.0,-0.018,0.0
0.339,0.003,5.181,0.0,0.002,0.0
0.339,0.003,5.728,0.0,-0.008,0.0
0.339,0.003,4.997,0.0,-0.011,0.0
0.339,0.003,5.37,0.0,-0.022,0.0
0.339,0.003,5.089,0.0,0.007,0.0
0.339,0.003,5.261,0.0,-0.025,0.0
0.339,0.003,4.207,0.0,-0.013,0.0
0.339,0.003,3.628,0.0,0.002,0.0
0.339,0.003,5.532,0.0,0.018,0.0
0.339,0.003,5.157,0.0,-0.01,0.0
0.339,0.003,5.213,0.0,0.015,0.0
0.339,0.003,5.097,0.0,-0.021,0.0
0.339,0.003,4.961,0.0,-0.024,0.0
0.339,0.003,5.456,0.0,0.002,0.0
0.339,0.003,4.387,0.0,0.015,0.0
0.339,0.003,5.39,0.0,-0.012,0.0
0.339,0.003,3.71,0.0,0.018,0.0
0.339,0.003,4.282,0.0,-0.005,0.0
0.339,0.003,3.996,0.0,-0.001,0.0
0.339,0.003,4.967,0.0,-0.006,0.0
0.339,0.003,4.511,0.0,-0.025,0.0
0.339,0.003,6.149,0.0,-0.002,0.0
0.339,0.003,5.714,0.0,-0.006,0.0
0.339,0.003,4.714,0.0,-0.011,0.0
0.339,0.003,6.01,0.0,-0.01,0.0
0.339,0.003,5.391,0.0,-0.011,0.0
0.339,0.003,6.675,0.0,0.012,0.0
0.339,0.003,5.308,0.0,-0.014,0.0
0.339,0.003,5.638,0.0,-0.013,0.0
0.34,0.003,4.844,0.0,-0.015,0.0
0.34,0.003,4.981,0.0,-0.021,0.0
0.34,0.003,5.463,0.0,-0.021,0.0
0.34,0.003,5.451,0.0,-0.003,0.0
0.34,0.003,5.21,0.0,-0.001,0.0
0.34,0.003,5.166,0.0,-0.003,0.0
0.34,0.003,4.611,0.0,-0.004,0.0
0.34,0.003,4.902,0.0,-0.021,0.0
0.34,0.003,5.186,0.0,-0.003,0.0
0.34,0.003,4.808,0.0,-0.019,0.0
0.34,0.003,4.153,0.0,0.008,0.0
0.34,0.003,5.827,0.0,-0.008,0.0
0.34,0.003,4.441,0.0,0.019,0.0
0.34,0.003,4.827,0.0,-0.012,0.0
0.34,0.003,5.022,0.0,-0.016,0.0
0.34,0.003,5.244,0.0,-0.011,0.0
0.34,0.003,5.466,0.0,-0.019,0.0
0.34,0.003,3.947,0.0,-0.015,0.0
0.34,0.003,4.499,0.0,-0.006,0.0
0.34,0.003,4.193,0.0,-0.008,0.0
0.34,0.003,5.222,0.0,0.014,0.0
0.34,0.003,5.028,0.0,0.005,0.0
0.34,0.003,5.522,0.0,0.003,0.0
0.34,0.003,4.025,0.0,-0.013,0.0
0.34,0.003,5.166,0.0,-0.009,0.0
0.34,0.003,5.122,0.0,0.009,0.0
0.34,0.003,5.976,0.0,-0.004,0.0
0.34,0.003,4.102,0.0,-0.013,0.0
0.34,0.003,4.446,0.0,-0.001,0.0
0.34,0.003,5.629,0.0,-0.011,0.0
0.34,0.003,5.491,0.0,-0.013,0.0
0.34,0.003,5.169,0.0,-0.012,0.0
0.34,0.003,4.51,0.0,-0.001,0.0
0.34,0.003,4.2,0.0,-0.018,0.0
0.34,0.003,5.737,0.0,-0.007,0.0
0.34,0.003,5.029,0.0,-0.011,0.0
0.34,0.003,4.752,0.0,-0.011,0.0
0.34,0.003,5.914,0.0,-0.009,0.0
0.34,0.003,4.33,0.0,0.013,0.0
0.34,0.003,5.043,0.0,-0.001,0.0
0.34,0.003,5.17,0.0,-0.002,0.0
0.34,0.003,6.125,0.0,0.003,0.0
0.34,0.003,3.731,0.0,-0.017,0.0
0.34,0.003,4.538,0.0,0.004,0.0
0.34,0.003,6.055,0.0,-0.005,0.0
0.34,0.003,3.751,0.0,-0.017,0.0
0.34,0.003,5.24,0.0,-0.01,0.0
0.34,0.003,5.399,0.0,-0.009,0.0
0.34,0.003,5.147,0.0,-0.009,0.0
0.34,0.003,4.694,0.0,0.0,0.0
0.34,0.003,4.522,0.0,0.002,0.0
0.34,0.003,4.628,0.0,0.001,0.0
0.34,0.003,4.664,0.0,-0.016,0.0
0.34,0.003,5.185,0.0,-0.005,0.0
0.34,0.003,5.421,0.0,-0.019,0.0
0.34,0.003,6.735,0.0,-0.016,0.0
0.34,0.003,4.478,0.0,-0.005,0.0
0.34,0.003,6.637,0.0,-0.021,0.0
0.34,0.003,4.287,0.0,-0.013,0.0
0.341,0.003,5.394,0.0,-0.015,0.0
0.341,0.003,4.106,0.0,-0.016,0.0
0.341,0.003,4.799,0.0,-0.012,0.0
0.341,0.003,6.39,0.0,0.009,0.0
0.341,0.003,4.818,0.0,0.005,0.0
0.341,0.003,4.96,0.0,-0.019,0.0
0.341,0.003,4.218,0.0,0.012,0.0
0.341,0.003,5.524,0.0,0.005,0.0
0.341,0.003,5.491,0.0,0.003,0.0
0.341,0.003,5.925,0.0,-0.024,0.0
0.341,0.003,4.056,0.0,0.003,0.0
0.341,0.003,5.382,0.0,-0.018,0.0
0.341,0.003,4.127,0.0,-0.018,0.0
0.341,0.003,4.275,0.0,0.009,0.0
0.341,0.003,5.264,0.0,-0.011,0.0
0.341,0.003,4.498,0.0,-0.003,0.0
0.341,0.003,4.976,0.0,-0.005,0.0
0.341,0.003,4.961,0.0,-0.015,0.0
0.341,0.003,4.779,0.0,-0.005,0.0
0.341,0.003,5.847,0.0,-0.026,0.0
0.341,0.003,5.278,0.0,0.005,0.0
0.341,0.003,3.858,0.0,0.002,0.0
0.341,0.003,5.274,0.0,-0.018,0.0
0.341,0.003,4.848,0.0,0.001,0.0
0.341,0.003,6.368,0.0,-0.004,0.0
0.341,0.003,4.216,0.0,-0.013,0.0
0.341,0.003,4.489,0.0,-0.005,0.0
0.341,0.003,5.271,0.0,-0.007,0.0
0.341,0.003,5.673,0.0,0.01,0.0
0.341,0.003,4.948,0.0,-0.025,0.0
0.341,0.003,5.535,0.0,0.001,0.0
0.341,0.003,4.501,0.0,0.01,0.0
0.341,0.003,4.308,0.0,-0.019,0.0
0.341,0.003,5.254,0.0,-0.002,0.0
0.341,0.003,5.69,0.0,-0.009,0.0
0.341,0.003,5.455,0.0,-0.005,0.0
0.341,0.003,5.801,0.0,-0.009,0.0
0.341,0.003,3.905,0.0,-0.007,0.0
0.341,0.003,4.815,0.0,-0.01,0.0
0.341,0.003,4.924,0.0,-0.001,0.0
0.341,0.003,5.36,0.0,-0.002,0.0
0.341,0.003,5.062,0.0,-0.007,0.0
0.341,0.003,4.923,0.0,-0.013,0.0
0.341,0.003,5.166,0.0,0.007,0.0
0.341,0.003,5.829,0.0,-0.001,0.0
0.341,0.003,5.337,0.0,-0.023,0.0
0.341,0.003,5.692,0.0,-0.019,0.0
0.341,0.003,5.321,0.0,0.007,0.0
0.341,0.003,4.417,0.0,0.01,0.0
0.341,0.003,3.838,0.0,-0.013,0.0
0.341,0.003,5.194,0.0,0.01,0.0
0.341,0.003,4.684,0.0,0.01,0.0
0.341,0.003,4.94,0.0,-0.003,0.0
0.341,0.003,5.82,0.0,0.011,0.0
0.341,0.003,5.213,0.0,-0.004,0.0
0.341,0.003,4.6,0.0,-0.006,0.0
0.341,0.003,5.683,0.0,-0.022,0.0
0.341,0.003,4.481,0.0,-0.009,0.0
0.341,0.003,5.66,0.0,-0.014,0.0
0.341,0.003,4.737,0.0,-0.001,0.0
0.341,0.003,4.747,0.0,-0.001,0.0
0.341,0.003,4.557,0.0,-0.024,0.0
0.341,0.003,5.275,0.0,-0.001,0.0
0.341,0.003,3.364,0.0,-0.015,0.0
0.341,0.003,4.534,0.0,-0.018,0.0
0.341,0.003,4.522,0.0,-0.002,0.0
0.341,0.003,4.116,0.0,-0.014,0.0
0.341,0.003,5.257,0.0,0.012,0.0
0.341,0.003,5.475,0.0,-0.026,0.0
0.342,0.003,4.26,0.0,0.006,0.0
0.342,0.003,4.959,0.0,-0.022,0.0
0.342,0.003,5.226,0.0,0.016,0.0
0.342,0.003,3.432,0.0,-0.001,0.0
0.342,0.003,5.231,0.0,-0.02,0.0
0.342,0.003,5.675,0.0,-0.019,0.0
0.342,0.003,4.829,0.0,0.004,0.0
0.342,0.003,4.221,0.0,-0.003,0.0
0.342,0.003,4.377,0.0,-0.007,0.0
0.342,0.003,4.091,0.0,0.003,0.0
0.342,0.003,4.511,0.0,0.003,0.0
0.342,0.003,4.867,0.0,0.0,0.0
0.342,0.003,5.225,0.0,-0.013,0.0
0.342,0.003,5.101,0.0,-0.021,0.0
0.342,0.003,5.223,0.0,-0.021,0.0
0.342,0.003,6.0,0.0,0.005,0.0
0.342,0.003,4.636,0.0,-0.002,0.0
0.342,0.003,4.968,0.0,0.009,0.0
0.342,0.003,5.072,0.0,-0.01,0.0
0.342,0.003,5.171,0.0,-0.012,0.0
0.342,0.003,4.538,0.0,0.013,0.0
0.342,0.003,5.254,0.0,-0.013,0.0
0.342,0.003,5.784,0.0,-0.011,0.0
0.342,0.003,5.425,0.0,-0.004,0.0
0.342,0.003,4.106,0.0,-0.011,0.0
0.342,0.003,4.942,0.0,0.007,0.0
0.342,0.003,5.185,0.0,-0.024,0.0
0.342,0.003,5.816,0.0,-0.014,0.0
0.342,0.003,4.827,0.0,-0.012,0.0
0.342,0.003,5.191,0.0,-0.018,0.0
0.342,0.003,4.895,0.0,-0.006,0.0
0.342,0.003,5.409,0.0,-0.013,0.0
0.342,0.003,4.995,0.0,0.008,0.0
0.342,0.003,6.345,0.0,0.027,0.0
0.342,0.003,5.068,0.0,-0.005,0.0
0.342,0.003,5.243,0.0,-0.001,0.0
0.342,0.003,3.697,0.0,-0.009,0.0
0.342,0.003,5.087,0.0,-0.003,0.0
0.342,0.003,5.305,0.0,0.012,0.0
0.342,0.003,4.225,0.0,-0.007,0.0
0.342,0.003,5.483,0.0,-0.022,0.0
0.342,0.003,4.111,0.0,-0.014,0.0
0.342,0.003,4.374,0.0,-0.012,0.0
0.342,0.003,4.311,0.0,0.016,0.0
0.342,0.003,4.672,0.0,0.009,0.0
0.342,0.003,6.423,0.0,0.012,0.0
0.342,0.003,4.959,0.0,0.008,0.0
0.342,0.003,4.214,0.0,0.002,0.0
0.342,0.003,5.452,0.0,-0.002,0.0
0.342,0.003,3.942,0.0,-0.015,0.0
0.342,0.003,4.815,0.0,-0.003,0.0
0.342,0.003,4.964,0.0,0.008,0.0
0.342,0.003,5.412,0.0,0.013,0.0
0.342,0.003,6.222,0.0,-0.019,0.0
0.342,0.003,5.388,0.0,-0.01,0.0
0.342,0.003,5.032,0.0,-0.023,0.0
0.342,0.003,5.437,0.0,0.016,0.0
0.342,0.003,5.569,0.0,0.008,0.0
0.342,0.003,4.196,0.0,-0.003,0.0
0.342,0.003,4.982,0.0,-0.009,0.0
0.342,0.003,4.911,0.0,-0.002,0.0
0.342,0.003,4.986,0.0,-0.012,0.0
0.342,0.003,4.796,0.0,0.003,0.0
0.342,0.003,4.369,0.0,-0.011,0.0
0.342,0.003,6.176,0.0,-0.01,0.0
0.342,0.003,5.396,0.0,-0.003,0.0
0.342,0.003,4.386,0.0,-0.006,0.0
0.342,0.003,4.831,0.0,-0.01,0.0
0.342,0.003,4.926,0.0,0.006,0.0
0.342,0.003,6.423,0.0,-0.009,0.0
0.342,0.003,4.555,0.0,0.005,0.0
0.343,0.003,5.063,0.0,-0.012,0.0
0.343,0.003,4.453,0.0,0.004,0.0
0.343,0.003,5.393,0.0,0.008,0.0
0.343,0.003,4.748,0.0,-0.016,0.0
0.343,0.003,6.515,0.0,0.008,0.0
0.343,0.003,4.516,0.0,0.013,0.0
